smiles,mol_weight,exact_mol_weight
CC1C(CS(C)(=O)=O)C1(C)C,176.28099999999998,176.087100752
CC1OC(=O)OC2C(=O)N(C)C1C2C,199.206,199.084457896
CC1C(=O)CCC2(C#N)C(C3CC3)C12,189.258,189.1153641
CCCCCC1(C(C)C)CC1,154.29699999999997,154.172150704
CCC(C)C(P)CCCN(C)C,189.283,189.164636398
CC1COCC2(C1)C(=O)OCC2C#N,195.218,195.089543276
CC(=O)CC(C(C)=O)C(=O)C(C)=O,184.19099999999997,184.073558864
CCOC(=O)C(C#N)(CC)CC(C)C,197.278,197.141578848
COC(C)CC1CCCC12CCC2,182.30699999999996,182.167065324
CCCC(C(C)(C)C)C1(CC)OO1,186.29499999999996,186.161979944
CCCC1(CC)COC(=O)OC1,172.22399999999996,172.109944372
CCCC(CCC)CCC(C)(C)C,184.367,184.219100896
CCC1CC(C(C)C)C(C)(C)C1C,182.35099999999997,182.203450832
CCC1(OC(=O)OC)CCC(C)C1,186.25099999999995,186.125594436
CC(C)C(C)C(C)CCC(C)(C)C,184.367,184.219100896
CC(C)CC1(C)CCCC(C)C1C#N,193.334,193.183049736
CSCCC(=O)CSC,164.295,164.032957004
CC(=O)C(C)(C)C(C)C#N,139.19799999999998,139.099714036
CCC(CC)CC(=O)C(C)CC,170.29599999999996,170.167065324
CCCCC(OC(C)=O)C(C)(C)F,190.25799999999995,190.136908068
CCCCC(C)(C)CCC(C)C#N,181.323,181.183049736
CCC1CC(C)C2(CC)CC12C,166.30799999999996,166.172150704
CCC(=O)CCC(=O)OC(C)=O,172.17999999999998,172.073558864
CC1(C)CC2CCCC(C#N)(C2)C1,177.29099999999997,177.151749608
c1csc(CCCC2CC2)c1,166.289,166.081621448
CCC(SC)C(=O)OC(C)C,176.28099999999998,176.087100752
CCCCCC(C#N)(CC)C(C)=O,181.279,181.146664228
CC(=O)C1C2CC3CC(C2)CC1C3,178.27499999999995,178.135765196
C1CC(C2CC3CC4(CCC24)C3)C1,176.30299999999997,176.15650064
CC1C2CCC(C)(C)C1OC(=O)O2,184.23499999999999,184.109944372
CCCCC(C)C12CCCCCC1C2,194.36199999999994,194.203450832
CSCCCC(C)SC,164.339,164.069342512
CC(C)C1CCC(Cl)CC1C,174.715,174.117528288
CCC1C2C(C)C(=O)CCCC12OC,196.28999999999996,196.14632988
CCCCCCCCC(C#N)C(C)C,195.35,195.19869979999999
CC1C2C3CC(C)C45C(CC2C34)CC15,188.314,188.15650064
CCC1(C#N)CCCCC(=O)O1,167.208,167.094628656
CC(C)(CCl)CCCl,155.068,154.031605744
C1CCC23CC2C2CC2(C1)C3,148.24899999999997,148.125200512
CCCC1(CC)OOOC1C,160.213,160.109944372
CC(CF)CCCF,122.158,122.090706824
CC(CCCC(C)C(C)C)SC#N,199.363,199.139470672
CC(C)N(C)C(CCF)CC(F)F,197.24399999999997,197.139134236
CCCC(C#N)CC(C)CCC(C)C,195.34999999999997,195.19869979999999
CC(CC1CCC1)C(=O)Cl,160.644,160.065492716
CC(C)CC(C)(C#N)CC1CC1(C)C,193.33399999999997,193.183049736
CCC(=O)C(C)C1SCCS1,190.33299999999997,190.048607068
CC1CN2C(C)C3OC(=O)OC3C12,183.20699999999997,183.089543276
CCC(C(C)C)C1(C)C(C)CCC1C,196.37799999999996,196.219100896
CCCCC1CCCC(CC)C(C)C1,196.37799999999996,196.219100896
CCC(=O)N1CCCCC1Cl,175.65900000000002,175.076391748
CCC(C)C(=O)CCC(C)C(C)(C)C,198.34999999999997,198.198365452
CCC1CC(C)C1C(C)CCOC,184.32299999999995,184.182715388
CC(=O)C(C)C1CC(C)C(C)C1,168.27999999999997,168.15141526
CCOC(=O)OCCCS(C)=O,194.25199999999998,194.061279928
CC1CCC(F)C1,102.152,102.084478572
CCCOCCC1CC(C)CCC1C,198.34999999999997,198.198365452
CCOC(C)=O,88.106,88.052429496
CCCC1C(CC)OCC1C1(C)CC1,196.33399999999995,196.182715388
CC1C(C#N)C2CC1C(C)(C)C2C,177.291,177.151749608
CCC(CC(C)=O)C(=O)CC(F)F,192.20499999999996,192.096186128
COOCC(C)CCC(C)C,160.257,160.14632988
CC1(C)C2C3CCC4C3CC2C41C,176.30299999999997,176.15650064
CC(C)(CS(=O)(=O)F)C1CC1,180.24399999999997,180.062028876
CCCCC(OC)C(CC)CC,172.31199999999995,172.182715388
CCCCCC1(C2CC2)CC1,152.28099999999998,152.15650064
CC(C)C(C1CC1)C(C)(C)C,154.297,154.172150704
CC(C)CCC1(C)N(C(C)C)C1(C)C,197.36599999999999,197.21434986399998
CCC12C3C4C(C)C5C3C13C4C2C53,172.271,172.125200512
CCCC1CC1CC(C)(C)CC,168.32399999999998,168.187800768
CCC(C)CCCC1C2CCC12C,180.33499999999995,180.187800768
CCCCC(CC)CC1CCCC1C,196.37799999999996,196.219100896
CC1(C(=O)C2CCCCC2=O)CCC1,194.27399999999997,194.130679816
CCN1C(C)CC(=O)C12CC2C,167.25199999999998,167.131014164
CCCC(=O)OSC,134.2,134.04015056
COCCC(C(C)C)C(C)C,158.28499999999997,158.167065324
CC(C)(C)c1ccc2c(c1)ON(F)O2,197.20899999999997,197.085206844
CCC(CC)(OC(C)=O)SC,176.28099999999998,176.087100752
CC1COCCCC1(C)C,142.242,142.135765196
CC1C2CC2C1(C)CC1CCCC1,178.31899999999993,178.172150704
CCC(Cl)C(=O)C(C)=O,148.58899999999997,148.029107208
CCCC(CC)OOC(=O)Cl,180.631,180.055321956
C1CC2CC3C4CCC1C4C23,148.24900000000002,148.125200512
CCCC(OC)C1OC(=O)OC1=O,188.17899999999997,188.068473484
FCC1OCCO1,106.096,106.043007684
CCCCC1C(C)C1CC(C)=O,168.27999999999997,168.15141526
CCCCCC(C)S(=O)(=O)CC,192.32399999999996,192.11840088
CCOC(C)OC(=O)OC,148.158,148.073558864
COC(=O)OCCCSSC,196.293,196.022786244
